id,project_code,year_of_subsidy_sanct,state_name,state_code,district_name,district_code,agency,supported_by,beneficiary_name,project_address,current_status,project_cost,amount_sanct,sanction_year,subsidy_ratio,project_size_category
0,2010-AP-28-42,2010-11,Andhra Pradesh,28,Krishna,510,APEDA,,AP State Agro Inds.,,Completed,0.0,990.0,2010,,
1,2006-AP-28-43,2010-11,Andhra Pradesh,28,Chittoor,503,APEDA,,AP State Agro Inds. Dev. Corpn,,Completed,0.0,990.0,2010,,
2,2010-AP-28-38,2010-11,Andhra Pradesh,28,Visakhapatanam,520,APEDA,,Deptt. Of Horticulture,,Completed,0.0,25.0,2010,,
3,2007-AS-18-02,2007-08,Assam,18,Kamrup Metro,618,APEDA,,AIDC,,Completed,0.0,594.0,2007,,
4,2013-AS-18-01,2013-14,Assam,18,Karimganj,293,APEDA,,ASAMB,"Assam State Agricultural Marketing BoardRam Krishna Mission Road,Ulubari,Guwahati â€“ 781 007",Under Implementation,917.69,800.0,2013,0.8717540781745469,Large (₹5-10 Cr)
5,2007-GJ-24-07,2007-08,Gujarat,24,Bharuch,442,APEDA,,GAIC,,Completed,0.0,550.0,2007,,
6,2009-GJ-24-05,2009-10,Gujarat,24,Bhavnagar,443,APEDA,,GAIC,"Gujarat Agro Industries Corp. Gujarat Civil Supplies Buidling,2nd Floor, B-Wing, Ch-Road, Sector -10-A,Gandhinagar â€“ 382 010,Gujarat",Completed,0.0,623.9,2009,,
7,2009-GJ-24-06,2009-10,Gujarat,24,Kachchh,449,APEDA,,GAIC,,Completed,0.0,7.05,2009,,
8,2011-GJ-19,2011-12,Gujarat,24,Vadodara,461,APEDA,,GSAMB,,Completed,0.0,643.0,2011,,
9,2011-GJ-20,2011-12,Gujarat,24,Narmada,452,APEDA,,GSAMB,Gujarat State Agricultural Marketing ,Completed,0.0,829.0,2011,,
10,2011-GJ-22,2011-12,Gujarat,24,Surat,459,APEDA,,GSAMB,,Completed,0.0,625.0,2011,,
11,2012-GJ-18,2012-13,Gujarat,24,Dohad,445,APEDA,,GSAMB,,Completed,0.0,645.97,2012,,
12,2015-GJ-6,2015-16,Gujarat,24,Gandhinagar,446,APEDA,,GSAMB,Gujarat State Agricultural Marketing ,Under Implementation,0.0,539.19,2015,,
13,2015-GJ-24-64,2015-16,Gujarat,24,Surat,459,APEDA,,Gujarat Stat eAGricultural Mrketing Board,"Jivraj Mehta Bhawan, Gandhi Nagar, Gujarat",Under Implementation,1744.0,1000.0,2015,0.573394495412844,Very Large (₹10-50 Cr)
14,2015-GJ-24-61,2015-16,Gujarat,24,Surat,459,APEDA,,Gujarat State Agricultural Marketing Board,"Dr Jivraj Mehta Bhawan, Gandhinagar ",Under Implementation,1744.0,1000.0,2015,0.573394495412844,Very Large (₹10-50 Cr)
15,2009-HP-02-23,2009-10,Himachal Pradesh,2,Hamirpur,17,APEDA,,HPMC,Horticultural Produce Marketing &Processing Corporation Ltd. Nigam ViharShimla â€“ 171 002Himachal Pradesh,Completed,0.0,353.42,2009,,
16,2009-HP-02-26,2009-10,Himachal Pradesh,2,Kinnaur,19,APEDA,,HPMC,,Under Implementation,0.0,129.7,2009,,
17,2009-HP-02-30,2009-10,Himachal Pradesh,2,Shimla,23,APEDA,,HPMC,,Completed,0.0,247.27,2009,,
18,2009-HP-02-31,2009-10,Himachal Pradesh,2,Shimla,23,APEDA,,HPMC,,Completed,0.0,163.12,2009,,
19,2009-HP-02-32,2009-10,Himachal Pradesh,2,Kullu,20,APEDA,,HPMC,,Completed,0.0,431.55,2009,,
20,2011-HP-02-24,2011-12,Himachal Pradesh,2,Bilaspur,15,APEDA,,HPMC,,Under Implementation,0.0,435.08,2011,,
21,2011-HP-02-25,2011-12,Himachal Pradesh,2,Kullu,20,APEDA,,HPMC,,Under Implementation,0.0,165.02,2011,,
22,2011-HP-02-27,2011-12,Himachal Pradesh,2,Mandi,22,APEDA,,HPMC,,Completed,0.0,163.12,2011,,
23,2011-HP-02-28,2011-12,Himachal Pradesh,2,Shimla,23,APEDA,,HPMC,,Completed,0.0,174.44,2011,,
24,2011-HP-02-29,2011-12,Himachal Pradesh,2,Shimla,23,APEDA,,HPMC,,Completed,0.0,0.0,2011,,
25,2012-HP-02-5,2012-13,Himachal Pradesh,2,Mandi,22,APEDA,,HPMC,"Nigam Vihar, Shima",Completed,0.0,506.89,2012,,
26,2012-HP-021-5,2012-13,Himachal Pradesh,2,Mandi,22,APEDA,,HPMC,"Nigam Vihar, Shima",Completed,0.0,503.8,2012,,
27,2016-HP-02-1,2015-16,Himachal Pradesh,2,Chamba,16,APEDA,,HPMC,"Nigam Vihar, Shima",Under Implementation,466.16,394.13,2015,0.845482237858246,Medium (₹1-5 Cr)
28,2016-HP-02-4,2015-16,Himachal Pradesh,2,Kullu,20,APEDA,,HPMC,"Nigam Vihar, Shima",Under Implementation,598.58,487.02,2015,0.8136255805406127,Large (₹5-10 Cr)
29,2017-HP-02-11,2015-16,Himachal Pradesh,2,Shimla,23,APEDA,,HPMC,"Nigam Vihar, Shima",Under Implementation,974.05,800.0,2015,0.8213130742775012,Large (₹5-10 Cr)
30,2007-KA-29-34,2007-08,Karnataka,29,Koppal,543,APEDA,,KAPPEC,,Completed,0.0,536.5,2007,,
31,2011-KA-,2011-12,Karnataka,29,Bidar,529,APEDA,,KAPPEC,Karnataka State Agricultural Produce,Under Implementation,0.0,653.0,2011,,
32,2011-KA-29-33,2011-12,Karnataka,29,Belagavi,527,APEDA,,KAPPEC,"Karnataka State Agricultural ProduceProcessing & Export Corporation Ltd.#17, General K.S. Thimayya Road,(Richmond Road),Bangalore â€“ 560025",Under Implementation,0.0,550.0,2011,,
33,2012-KA-11,2012-13,Karnataka,29,Haveri,540,APEDA,,Dept of Horticulture,,Under Implementation,0.0,183.55,2012,,
34,2012-KA-19,2012-13,Karnataka,29,Kolar,542,APEDA,,Dept of Horticulture,Department of Horticulture,Under Implementation,0.0,212.75,2012,,
35,2012-KA-29,2012-13,Karnataka,29,Mysuru,545,APEDA,,Dept of Horticulture,Mysore,Under Implementation,0.0,198.75,2012,,
36,2012-KA-1,2012-13,Karnataka,29,Belagavi,527,APEDA,,KAPPEC,Karnataka State Agricultural Produce,Under Implementation,0.0,744.0,2012,,
37,2014-KE-32-36,2014-15,Kerala,32,Ernakulam,555,APEDA,,CFRD,,Under Implementation,0.0,735.0,2014,,
38,2014-KE-32-35,2014-15,Kerala,32,Thiruvananthapuram,565,APEDA,,VFPCK,,Under Implementation,0.0,430.92,2014,,
39,2014-KE-32-37,2014-15,Kerala,32,Wayanad,567,APEDA,,VFPCK,,Under Implementation,0.0,430.92,2014,,
40,2010-MP-23-21,2011-12,Madhya Pradesh,23,Burhanpur,397,APEDA,,MPSAMB,,Completed,0.0,550.0,2011,,
41,2010-MP-23-22,2011-12,Madhya Pradesh,23,Barwani,393,APEDA,,MPSAMB,,Completed,0.0,550.0,2011,,
42,2005-MH-27-15,2005-06,Maharashtra,27,Wardha,498,APEDA,,,,Completed,0.0,18.75,2005,,
43,2005-MH-27-17,2005-06,Maharashtra,27,Raigarh,386,APEDA,,MAIDC,,Under Implementation,0.0,500.0,2005,,
44,2006-MH-27-14,2006-07,Maharashtra,27,Nashik,487,APEDA,,CONCOR,,Completed,0.0,448.41,2006,,
45,2007-MH-27-18,2007-08,Maharashtra,27,Hingoli,477,APEDA,,MSAMB,,Completed,0.0,279.89,2007,,
46,2007-MH-27-19,2007-08,Maharashtra,27,Jalgaon,478,APEDA,,MSAMB,,Completed,0.0,279.89,2007,,
47,2007-MH-27-20,2007-08,Maharashtra,27,Latur,481,APEDA,,MSAMB,,Completed,0.0,223.5,2007,,
48,2011-MH-27-08,2011-12,Maharashtra,27,Satara,494,APEDA,,MSAMB,"Maharashtra State AgricultureMarketing Board,Plot No. R-7, GultekdiChhatrapati Shivaji Market Yard,Pune â€“ 411037",Under Implementation,0.0,702.5,2011,,
49,2011-MH-27-10,2011-12,Maharashtra,27,Pune,490,APEDA,,MSAMB,,Under Implementation,0.0,537.0,2011,,
50,2011-MH-27-11,2011-12,Maharashtra,27,Nashik,487,APEDA,,MSAMB,,Under Implementation,0.0,547.76,2011,,
51,2011-MH-27-09,2011-12,Maharashtra,27,Raigarh,386,APEDA,,MSWC,"Maharashtra State Warehousing Corporation583/B, Market Yard, Gultekdi,Pune - 411037",Under Implementation,0.0,800.0,2011,,
52,2013-MH-27-13,2013-14,Maharashtra,27,Raigarh,386,APEDA,,MSAMB,,Under Implementation,0.0,286.87,2013,,
53,2013-MH-27-16,2013-14,Maharashtra,27,Mumbai,482,APEDA,,MSAMB,,Completed,0.0,322.8,2013,,
54,2013-MH-27-12,2013-14,Maharashtra,27,Pune,490,APEDA,,MSWC,,Under Implementation,0.0,800.0,2013,,
55,2014-MH-21,2014-15,Maharashtra,27,Thane,497,APEDA,,APMC,,Under Implementation,0.0,800.0,2014,,
56,2014-MH-17,2014-15,Maharashtra,27,Parbhani,489,APEDA,,MSWC,Maharashtra State Warehousing ,Completed,0.0,800.0,2014,,
57,2015-MZ-15-04,2015-16,Mizoram,15,Aizawl,261,APEDA,,NIB,,Under Implementation,0.0,800.0,2015,,
58,2015-MZ-15-62,2015-16,Mizoram,15,Aizawl,261,APEDA,,NIB,Aizwal Mizoram,Under Implementation,944.69,800.0,2015,0.8468386454815865,Large (₹5-10 Cr)
59,2015-MZ-15-65,2015-16,Mizoram,15,Aizawl,261,APEDA,,NIB,Aizwal Mizoram,Under Implementation,944.69,800.0,2015,0.8468386454815865,Large (₹5-10 Cr)
60,2010-OR-21-45,2010-11,Odisha,21,Balangir,345,APEDA,,APICOL,"The Agricultural Promotion and Investment Corporation of Odisha Limited (APICOL)Baramunda,BhubaneshwarOdisha â€“ 751 003",Under Implementation,0.0,528.35,2010,,
61,2005-PB-03-60,2005-06,Punjab,3,Ludhiana,36,APEDA,,MARKFED,,Completed,0.0,282.0,2005,,
62,2010-PB-03-56,2010-11,Punjab,3,Gurdaspur,32,APEDA,,PAGREXCO,,Completed,0.0,535.0,2010,,
63,2006-RJ-08-50,2006-07,Rajasthan,8,Jaipur,102,APEDA,,RSAMB,,Completed,0.0,390.0,2006,,
64,2006-RJ-08-51,2006-07,Rajasthan,8,Jaipur,102,APEDA,,RSAMB,,Completed,0.0,315.75,2006,,
65,2006-RJ-08-52,2006-07,Rajasthan,8,Tonk,116,APEDA,,RSAMB,,Completed,0.0,323.66,2006,,
66,2006-RJ-08-53,2006-07,Rajasthan,8,Jaipur,102,APEDA,,RSAMB,,Completed,0.0,274.0,2006,,
67,2006-SK-11-03,2006-07,Sikkim,11,Gangtok,225,APEDA,,Horticulture & Cash Crop Dev Department,,Completed,0.0,299.0,2006,,
68,2015-SK-11-63,2015-16,Sikkim,11,Gangtok,225,APEDA,,Bhumi Sikkim State Rural Livelihood Mission Govt of Sikkim,"Gram Vikas Bhawan (Tashling Annexe-II) Government of Sikkim, Gangtok",Under Implementation,32.19,28.97,2015,0.8999689344516931,Small (<₹1 Cr)
69,2011-TN-7,2010-11,Tamil Nadu,33,Villupuram,596,APEDA,,Agricultural Mktg,,Completed,0.0,20.3,2010,,
70,2011-TN-12,2011-12,Tamil Nadu,33,Coimbatore,569,APEDA,,Agricultural Mktg,,Completed,0.0,20.3,2011,,
71,2011-TN-13,2011-12,Tamil Nadu,33,Dindigul,572,APEDA,,Agricultural Mktg,,Completed,0.0,59.5,2011,,
72,2014-TN-31,2014-15,Tamil Nadu,33,Krishnagiri,577,APEDA,,TANHODA,,Under Implementation,0.0,742.0,2014,,
73,2010-TG-37-39,2010-11,Telangana,36,Medak,513,APEDA,,Deptt. Of Horticulture,,Completed,0.0,25.0,2010,,
74,2010-TG-37-40,2010-11,Telangana,36,Ranga Reddy,518,APEDA,,Deptt. Of Horticulture,,Completed,0.0,25.0,2010,,
75,2010-TG-37-41,2010-11,Telangana,36,Nizamabad,516,APEDA,,Deptt. Of Horticulture,,Completed,0.0,25.0,2010,,
76,2010-TG-37-44,2010-11,Telangana,36,Khammam,509,APEDA,,ITDA,,Completed,0.0,0.0,2010,,
77,2006-UP-09-54,2006-07,Uttar Pradesh,9,Lucknow,162,APEDA,,UP Mandi Parishad,,Completed,0.0,146.0,2006,,
78,2006-UP-09-55,2006-07,Uttar Pradesh,9,Lucknow,162,APEDA,,UP Mandi Parishad,,Completed,0.0,917.0,2006,,
79,2005-WB-19-46,2005-06,West Bengal,19,Maldah,316,APEDA,,W B State Food Processing & Hort. Dev corp Ltd.,,Completed,0.0,127.0,2005,,
80,2005-WB-19-47,2005-06,West Bengal,19,Kolkata,315,APEDA,,W B State Food Processing & Hort. Dev corp Ltd.,,Completed,0.0,146.0,2005,,
81,CC/2017-18/162,2017-18,Andaman And Nicobar Islands,35,Nicobars,603,MOFPI,,Andaman Cold Chain,"Port Blair, Andaman & Nicobars Islands",Under Implementation,500.0,245.0,2017,0.49,Medium (₹1-5 Cr)
82,CCH12125,2013-14,Telangana,36,Ranga Reddy,518,MOFPI,,Dodla Dairy,"Location : Chowderpally, R.R. District, Andhra Pradesh. Contact Details : # 6-3-661/8, Sangeeth Nagar, Somajiguda, Hyderabad- 500082. Contact Person:Mr.AMS Reddy: Ph:+91-9849982484; Email: amsreddy@gmail.com",Under Implementation,3200.0,150.0,2013,0.046875,Very Large (₹10-50 Cr)
83,CCH12194,2013-14,Andhra Pradesh,28,Visakhapatanam,520,MOFPI,,Nekkanti Sea Foods Limited,"Ground Floor, Jayaprada Apartments, Maharanipet, Visakapatnam-530002",Under Implementation,3690.0,0.0,2013,0.0,Very Large (₹10-50 Cr)
84,CCH11076,2013-14,Andhra Pradesh,28,Prakasam,517,MOFPI,,Synthite Industries Ltd,"Location :Tammavaram Road, Medarametla, Korisapadu Mandal, Prakasam, Dist- Ongole. Contact Address, Synthite Valley, Kadayirippu, Kolencherry, Cochi",Completed,2943.1,582.16,2013,0.19780503550677855,Very Large (₹10-50 Cr)
85,CC/2017-18/122,2017-18,Andhra Pradesh,28,East Godavari,505,MOFPI,,Devi Aquatech Pvt. Ltd.,"East Godavari District, Andhra Pradesh ",Completed,6370.0,1000.0,2017,0.15698587127158556,Mega (>₹50 Cr)
86,CC/2017-18/148,2017-18,Andhra Pradesh,28,Chittoor,503,MOFPI,,Farm Gate Agro Milch Ltd.,"Chitoor, Andhrapradesh ",Under Implementation,4425.0,1000.0,2017,0.22598870056497175,Very Large (₹10-50 Cr)
87,CC/2017-18/143,2017-18,Andhra Pradesh,28,West Godavari,523,MOFPI,,Sandhya Marines Ltd.,West Godavari,Completed,1402.0,431.0,2017,0.3074179743223966,Very Large (₹10-50 Cr)
88,CC/2017-18/156,2017-18,Andhra Pradesh,28,Spsr Nellore,515,MOFPI,,Tirumala Milk Products Pvt. Ltd.,"Nellore, Andhra Pradesh ",Under Implementation,3187.0,1000.0,2017,0.3137747097583935,Very Large (₹10-50 Cr)
89,CC/2018-19/608,2018-19,Andhra Pradesh,28,East Godavari,505,MOFPI,,Apex Frozen Foods Ltd.,"East Godavari District, Andhra Pradesh ",Under Implementation,4873.0,1000.0,2018,0.20521239482864764,Very Large (₹10-50 Cr)
90,CC/2018-19/509,2018-19,Andhra Pradesh,28,West Godavari,523,MOFPI,,Asvini Fisheries Pvt. Ltd.,"West Godavari, Andhra Pradesh",Under Implementation,5804.0,1000.0,2018,0.17229496898690558,Mega (>₹50 Cr)
91,CC/2018-19/265,2018-19,Andhra Pradesh,28,Visakhapatanam,520,MOFPI,,Coastal Corporation Limited,"Visakhapatnam, Andhra Pradesh ",Under Implementation,2891.0,792.0,2018,0.2739536492563127,Very Large (₹10-50 Cr)
92,CC/2018-19/198,2017-18,Arunachal Pradesh,12,Tawang,238,MOFPI,,Gangri Food Products,"Tawang, Arunachal Pradesh",Under Implementation,1532.0,811.0,2017,0.529373368146214,Very Large (₹10-50 Cr)
93,CCH12103,2013-14,Assam,18,Kamrup,291,MOFPI,,E-appliances,"Location : Dag No. 955, Patta No. 207, Changsarai, Kamrup, Guwahati, Assam. Location 2 : A 4 , Industrial Area Selaqui, Dehradun, Uttarakhand. Contact Address :A-4, Industrial Area, Selakui, Dehradun - 248197, Uttarakhand.",Under Implementation,1399.51,21.56,2013,0.015405391887160506,Very Large (₹10-50 Cr)
94,CCH12016,2013-14,Assam,18,Kamrup,291,MOFPI,,Global Entrade,"Location : Village: Tetelia, Sonapur, Dist.- Kamrup, Assam. Contact Address : Gaurav Bhawan, 2nd Floor, Ananda Nagar, D, Neog Path, G.S. Road, Guwahati",Under Implementation,1595.9,702.71,2013,0.4403220753180024,Very Large (₹10-50 Cr)
95,CCH11093,2013-14,Bihar,10,Begusarai,191,MOFPI,,Ganga Dairy,"Location : Ganga Dairy Ltd. , Sri Krishna Nagar, Begusarai, Bihar.",Under Implementation,2260.0,935.19,2013,0.41380088495575224,Very Large (₹10-50 Cr)
96,CCH12171,2013-14,Bihar,10,Vaishali,224,MOFPI,,Mahua Cooperative Cold Storage,"Post: Mahua, Vaishali District, Bihar pin: 844139",Under Implementation,2116.0,0.0,2013,0.0,Very Large (₹10-50 Cr)
97,CC/2017-18/166,2017-18,Bihar,10,Muzaffarpur,208,MOFPI,,R K Agribiz LLP,"Muzaffarpur, Bihar",Under Implementation,1964.0,758.0,2017,0.3859470468431772,Very Large (₹10-50 Cr)
98,CCH12017,2013-14,Chhattisgarh,22,Raipur,387,MOFPI,,L.L. Logistics Pvt. Ltd.,"Location : Village: Girrod, Tehsil and District Raipur Contact Address :504, Gandhi Complex, Bal Ashram Compound, Kutchery Chowk, Raipur (C.G.)",Under Implementation,1868.33,550.45,2013,0.2946213998597679,Very Large (₹10-50 Cr)
99,CCH12095,2013-14,Chhattisgarh,22,Raipur,387,MOFPI,,Utsav Organic & Cold Chain,"Location : Khasra No: 160,161/1, chotte Urla, Abhanpur, Raipur, Contact Address :Mr.Kabir Sibbal, Sandesh Bandhur Building, G.E. Road Teh- Bandha",Under Implementation,2065.0,455.48,2013,0.22057142857142858,Very Large (₹10-50 Cr)
100,CCH12185,2013-14,Gujarat,24,Mahesana,451,MOFPI,,Apollo Agro Limited,"Unjha - Siddhpur State Highway, At- Brahmanvada, Ta - UnjhaDist - Mehsana - 384215",Under Implementation,2238.0,0.0,2013,0.0,Very Large (₹10-50 Cr)
101,CCH12025,2013-14,Gujarat,24,Mahesana,451,MOFPI,,Asandas and Sons,"Location : S.No. 189, Village Ganeshpua, Mehsana - Ahmedabad Highway, Mehsana, Gujarat. Contact Address :10/11/12, Vegetable Market Yard, Mehsana. Contact Details: Mr. Jayraj Asandas,Ph:+91-9824044779 Email: haresh.karamchandani@rediffmail.com",Under Implementation,2549.32,193.75,2013,0.07600065899926255,Very Large (₹10-50 Cr)
102,CCH12010,2013-14,Gujarat,24,Ahmadabad,438,MOFPI,,Gayatri Dairy Products Pvt. Ltd.,"Location; Contact Address : Block No. 795, Opp.- Torrent Pharmaceuticals, Ahmadabad, Mehsana Highway Village, Moje Indrad, Ta.- Kadi, Dist.- Mahsana , Gujarat - 383341. Contact Details: Mr.Kanhaiyalal R Patel: 9427044645, +91-9443358548, Email:gayatridairy2005@yahoo.co.in",Completed,1515.16,450.17,2013,0.29711053618099736,Very Large (₹10-50 Cr)
103,CCH11006,2013-14,Gujarat,24,Surat,459,MOFPI,,Hi-Tech Frozen Facilities Pvt Ltd.,"Location : 276 Block, P.O. Baleshwar, NH no. 08, Palsana -394317, Surat. Contact Address : Mr.Vijay S.Shah, Director,229, 230 Turning Point, Ghod Dod Road, Surat, Gujarat,",Completed,1683.0,719.81,2013,0.4276945929887106,Very Large (₹10-50 Cr)
104,CCH12067,2013-14,Gujarat,24,Mahesana,451,MOFPI,,Himalaya International Ltd.,"Location : Survey No 215/A/1, Vadnagar, Dist : Mehsana, Gujarat. Contact Address : E- 555, 1st & 2nd Floor, Palam Extension, Sector - 7, Dwaraka, New Delhi - 110077. Contact Details: ""Mr. Rajesh Chhabra 9582922290, Email id: msd@himalayainternational.com, raj@himalayainternational.com""",Under Implementation,13000.0,750.0,2013,0.057692307692307696,Mega (>₹50 Cr)
105,CCH12039,2013-14,Gujarat,24,Vadodara,461,MOFPI,,Innovative Cuisine Pvt. Ltd.,"Location : Survey No.504/512, Karjan, Vermardi Road, Opp. Cosmo Film, Village Kandari, Tal. Karjan. Contact Address : Block No.504/512, Karjan, Vermardi Road, Opp. Cosmo Film, Village Kandari, Tal. Karjan Contact Details: Mr. Deepak R. Dalal 9574007917, 9904401030, dalaldipak@yahoo.com""",Completed,2072.46,746.11,2013,0.3600117734479797,Very Large (₹10-50 Cr)
106,CCH11085,2013-14,Gujarat,24,Bhavnagar,443,MOFPI,,Natural Frozen & Dehydrated Foods,"Location: Village Nana Jadra, Taluka Mahuva, Bhavnagar. Contact Details :Mr. R. G. Meghani:+91-9825206159; Email:nfdf14@gmail.com, 160/10, Nana Jadra, Suvarkundla Road, Mahuva, Dist. Bhavnagar",Completed,1250.0,289.69,2013,0.23175199999999999,Very Large (₹10-50 Cr)
107,CCH12072,2013-14,Gujarat,24,Panch Mahals,454,MOFPI,,Panchmahal Dist Co-operative Milk Producers Union Ltd,"Location/MPC: Village-Dhanol, Talkuka, Godhra, Panchmahal. Contact Details : The Panchmahal District Co-operative Milk Producer 39 Union Ltd. , Lunawada Road, P.B.No 37. Godhra - 389001., Gujarat; Contact Person: Dr. Prakash Patel, Manager (P&I), Ph:+91-9979857162,Email:pnp@panchmahalunion.coop",Under Implementation,2880.01,250.0,2013,0.08680525414842309,Very Large (₹10-50 Cr)
108,CCH11086,2013-14,Gujarat,24,Sabar Kantha,458,MOFPI,,Sabarkanta District Cooperative Milk Producers Union Ltd.,"Location: Sabarkantha District Co-operative Milk Producers Union Ltd, PO Boria, Himatnagar-383006. {Applicant Details: Mr.L. M. Jagetia: +91-9925244471,Email:lmj@sabardairy.coop}",Completed,2380.0,571.55,2013,0.24014705882352938,Very Large (₹10-50 Cr)
109,CCH12192,2013-14,Gujarat,24,Ahmadabad,438,MOFPI,,Vimal Dairy,"4th Floor, Heritage, Nr. The Grand Bhagwati Hotel, S.G. Highway, Ahmedabad-380054",Under Implementation,2886.0,0.0,2013,0.0,Very Large (₹10-50 Cr)
110,CC/2017-18/149,2017-18,Gujarat,24,Ahmadabad,438,MOFPI,,Ahmedabad District Cooperative Milk Producers Union Ltd.,"Ahmedabad, Gujarat",Under Implementation,17664.0,1000.0,2017,0.05661231884057971,Mega (>₹50 Cr)
111,CC/2017-18/191,2017-18,Gujarat,24,Banas Kantha,441,MOFPI,,Banaskantha District Cooperative Milk Producers Union Ltd.,Banaskantha,Under Implementation,5846.0,1000.0,2017,0.17105713308244955,Mega (>₹50 Cr)
112,CC/2018-19/203,2017-18,Gujarat,24,Mahesana,451,MOFPI,,Instafarm Products Pvt. Ltd.,"Mehsana, Gujarat",Under Implementation,3351.0,843.0,2017,0.25156669650850494,Very Large (₹10-50 Cr)
113,CC/2017-18/115,2017-18,Gujarat,24,Ahmadabad,438,MOFPI,,Kitchen Express Overseas Ltd.,"Ahmedabad, Gujarat",Under Implementation,2518.0,871.0,2017,0.3459094519459889,Very Large (₹10-50 Cr)
114,CC/2017-18/181,2017-18,Gujarat,24,Mahesana,451,MOFPI,,Mehsana Dairy & Food Products Ltd.,"Mehsana, Gujarat",Completed,2946.0,1000.0,2017,0.3394433129667346,Very Large (₹10-50 Cr)
115,CC/2017-18/142,2017-18,Gujarat,24,Sabar Kantha,458,MOFPI,,Sabarkantha District Cooperative Milk Producers Union Ltd.,"Sabarkantha, Gujarat",Under Implementation,4183.0,1000.0,2017,0.2390628735357399,Very Large (₹10-50 Cr)
116,CC/2017-18/125,2017-18,Gujarat,24,Vadodara,461,MOFPI,,Saraf Foods Limited,"Vadodara, Gujarat",Under Implementation,3500.0,1000.0,2017,0.2857142857142857,Very Large (₹10-50 Cr)
117,CC/2017-18/136,2017-18,Gujarat,24,Banas Kantha,441,MOFPI,,Teknofine Foods Pvt. Ltd.,"Banakantha, Gujarat",Under Implementation,4600.0,1000.0,2017,0.21739130434782608,Very Large (₹10-50 Cr)
118,CC/2017-18/112,2017-18,Gujarat,24,Kheda,450,MOFPI,,Wholesome Foods,"Kheda, Gujarat",Under Implementation,3285.0,1000.0,2017,0.30441400304414,Very Large (₹10-50 Cr)
119,CC/2018-19/495,2018-19,Gujarat,24,Mahesana,451,MOFPI,,Asandas and Sons,"Mehsana, Gujarat",Under Implementation,9301.0,1000.0,2018,0.10751532093323299,Mega (>₹50 Cr)
120,CCH12089,2013-14,Haryana,6,Rewari,72,MOFPI,,Aligned Industries,"Location :Plot No. 51-54, HUDA Industrial Land, Dharuhera, Rewari, Haryana.",Under Implementation,2202.18,547.71,2013,0.24871263929379073,Very Large (₹10-50 Cr)
121,CCH12196,2013-14,Haryana,6,Sonipat,75,MOFPI,,Boxco Logistics,"Sonepat, Haryana",Under Implementation,3306.0,0.0,2013,0.0,Very Large (₹10-50 Cr)
122,CCH12120,2013-14,Haryana,6,Hisar,63,MOFPI,,Fresh Food Processing,"Location: Plot No 189, Sector 27 &; 28, Industrial Area, Hissar, Haryana. contact Address :No. 1173, Sector 11, Panchkula, Haryana; Contact Details: Mr. Vijender Singh;Email:+91-9216142599; Email: subhashsindhu567@gmail.com",Under Implementation,1591.91,171.96,2013,0.10802118210200326,Very Large (₹10-50 Cr)
123,CCH12199,2013-14,Haryana,6,Palwal,619,MOFPI,,Hind Terminals,"Palwal, Haryana",Under Implementation,3854.0,0.0,2013,0.0,Very Large (₹10-50 Cr)
124,CCH12189,2013-14,Haryana,6,Palwal,619,MOFPI,,Industrial Progressive,"Industial Progressive India Ltd., Village, Agwanpur, Dist-Palwal, Haryana",Under Implementation,2966.0,0.0,2013,0.0,Very Large (₹10-50 Cr)
125,CCH12018,2013-14,Haryana,6,Faridabad,60,MOFPI,,M.J. Logistic Services Ltd.,"Location : Village. Aurangabad, Tehsil Hodal, District Palwal, Faridabad, Haryana. Contact Address :A-227, Okhla Industrial Area, Phase-I, New Delhi; Contact Person: Name: Mr.Amit Kumar, CEO, Ph: +91-9717292510, Email: asarin@mjlsl.com",Under Implementation,2138.07,572.82,2013,0.26791452104000335,Very Large (₹10-50 Cr)
126,CCH11007,2013-14,Haryana,6,Sonipat,75,MOFPI,,Suri Agro Fresh Pvt. Ltd.,"Location : Plot No. 576, Rai Food Park, Sonepat- 131001, Haryana. Contact Details :C-129, New Subzi Mandi,Azadpur, Delhi- 110033. Tele No.2 / 63,Fax No.272",Completed,2352.0,984.75,2013,0.4186862244897959,Very Large (₹10-50 Cr)
127,CCH12191,2013-14,Haryana,6,Gurugram,62,MOFPI,,Transport Corporation of India,"TCI House, Plot No. 69, Institutional Area, Sector-32, Gurgaon, Haryana",Under Implementation,3699.0,0.0,2013,0.0,Very Large (₹10-50 Cr)
128,CC/2018-19/197,2017-18,Haryana,6,Sonipat,75,MOFPI,,Shell Mount Fresh,"Sonepat, Haryana",Under Implementation,2319.0,900.0,2017,0.38809831824062097,Very Large (₹10-50 Cr)
129,CC/2017-18/139,2017-18,Haryana,6,Sonipat,75,MOFPI,,Skylark Foods Pvt. Ltd.,"Sonepat, Haryana",Under Implementation,1931.0,400.0,2017,0.20714655618850336,Very Large (₹10-50 Cr)
130,CC/2017-18/126,2017-18,Haryana,6,Sonipat,75,MOFPI,,Sterling Agro Industries Ltd.,"Sonepat, Haryana",Under Implementation,2611.0,920.0,2017,0.35235541937954806,Very Large (₹10-50 Cr)
131,CC/2017-18/137,2017-18,Haryana,6,Nuh,604,MOFPI,,VSM Food Cold Chain & Processors LLP,"Mewat, Haryana",Under Implementation,3638.0,837.0,2017,0.23007146783947224,Very Large (₹10-50 Cr)
